danbai,dan,danhong,hong,jiang,anhong,honghuang,qingzi,danzi,tip12Percent,left12Percent,right12Percent,both12Percent,middle12Percent,avgBrightness,peakingBrightness,brightness,id,label
77,17,0,0,0,6,0,0,0,0,0,0,0,0,147.56222,0.603378885,1,9383,danhong
10,40,38,5,0,8,0,0,0,8,0,0,0,1,185.6840086,-0.038116828,1,9384,danhong
10,63,26,0,0,1,1,0,0,0,0,0,0,0,163.237564,-0.493159169,1,9386,danhong
52,33,10,1,0,4,0,0,0,1,2,0,1,0,134.4387406,0.378126885,1,9390,danhong
18,47,30,5,0,0,0,0,0,14,0,0,0,0,167.3677161,3.023318061,1,9391,danhong
1,14,64,13,0,9,1,0,0,17,3,11,8,4,123.7907919,-0.301981402,1,9392,danhong
3,20,39,23,0,10,5,0,0,24,12,8,10,8,157.4997903,-0.990607545,1,9393,danhong
36,31,18,4,0,10,0,0,0,13,0,0,0,0,122.7541425,-0.057294369,1,9396,danhong
7,57,34,1,0,1,0,0,0,2,0,1,0,0,124.9910925,4.260720862,1,9401,danhong
5,50,32,8,0,4,0,0,0,13,9,0,5,0,144.6605467,2.254595267,1,941,danhong
11,31,44,5,0,10,0,0,0,3,2,7,4,7,133.4675504,-0.659592476,1,9414,danhong
0,14,59,24,0,1,1,0,0,26,3,6,5,1,178.453559,0.677111542,1,9418,danhong
6,20,24,16,0,34,0,0,0,22,3,10,6,6,129.857597,-0.947297826,1,9421,danhong
16,38,37,5,0,3,0,0,0,12,5,0,2,0,137.6351679,2.339342423,1,943,danhong
12,62,18,1,0,8,0,0,0,0,0,2,1,0,173.4581224,0.0765664,1,9432,danhong
0,41,43,16,0,0,0,0,0,20,0,1,0,0,184.1992281,-0.039378409,1,9437,danhong
29,38,21,9,0,2,0,0,0,19,7,0,3,0,151.7327937,2.77969283,1,9439,danhong
34,43,12,2,0,10,0,0,0,4,0,0,0,0,159.8589797,0.807795629,1,9441,danhong
63,23,9,0,0,5,0,0,0,0,0,0,0,0,152.2932816,-0.458846766,1,9442,danhong
42,49,3,0,0,6,0,0,0,0,0,0,0,0,131.661008,-0.085393294,1,9443,danhong
11,34,36,14,0,5,0,0,0,19,3,11,6,5,148.308755,1.100083295,1,9451,danhong
11,35,29,20,0,6,0,0,0,26,0,10,5,1,154.5865226,-0.281740788,1,9452,danhong
2,27,38,13,0,1,18,0,0,0,23,1,12,0,158.6824747,-0.32854761,1,9456,danhong
1,50,35,13,0,1,0,0,0,25,7,5,6,1,147.2437873,2.498236106,1,9462,danhong
0,23,70,7,0,0,0,0,0,4,1,8,5,0,167.0147173,3.116701362,1,9466,danhong
2,92,6,0,0,0,0,0,0,0,0,0,0,0,164.5198192,0.66821549,1,947,danhong
23,50,23,3,0,2,0,0,0,6,2,1,1,0,141.9039213,0.937226724,1,9474,danhong
17,57,26,0,0,0,0,0,0,1,0,0,0,0,164.3524412,0.277538912,1,9475,danhong
17,53,23,3,0,4,0,0,0,5,3,1,2,0,142.4172416,0.833073483,1,948,danhong
46,46,8,0,0,0,0,0,0,0,0,0,0,0,136.8057805,1.345643375,1,9487,danhong
37,31,28,3,0,1,0,0,0,5,0,0,0,0,143.3484028,1.465347125,1,9489,danhong
32,43,17,4,0,4,0,0,0,3,1,3,2,0,181.4251797,3.015258971,1,9494,danhong
33,23,0,0,0,43,0,0,0,0,0,0,0,0,106.7680427,-0.226329537,1,9496,danhong
31,36,17,12,0,4,0,0,0,14,0,10,5,1,174.8009925,1.948715983,1,9501,danhong
1,9,41,26,0,7,16,0,0,51,4,19,11,15,132.759405,0.290153804,1,9502,danhong
0,28,36,19,0,17,0,0,0,6,11,7,9,13,150.649946,-0.546670424,1,9519,danhong
20,67,8,0,0,5,0,0,0,0,0,0,0,0,171.4521186,3.186442058,1,9530,danhong
9,9,13,11,0,36,23,0,0,14,0,1,1,3,129.4709626,-1.095109441,1,9538,danhong
35,32,8,5,0,13,6,0,1,0,5,7,6,3,126.9325205,-0.866058956,1,9543,danhong
0,1,54,12,0,5,28,0,0,11,9,3,6,0,170.0044763,0.31846347,1,9546,danhong
6,21,8,0,0,49,16,0,0,0,0,0,0,0,75.22724679,2.896387684,3,9547,danhong
21,23,37,10,0,9,0,0,0,8,3,2,2,0,188.1094698,2.677809763,1,9548,danhong
69,26,5,0,0,0,0,0,0,0,0,0,0,0,177.4169525,3.78466053,1,955,danhong
0,11,67,21,0,0,0,0,0,6,27,5,16,5,162.4959351,0.866025168,1,9550,danhong
13,20,20,18,0,2,27,0,0,32,13,13,13,5,131.7887956,0.756090424,1,9553,danhong
41,45,12,1,0,0,0,0,1,0,2,0,1,0,166.622241,1.678825246,1,9555,danhong
21,35,32,6,0,6,1,0,0,12,8,0,3,0,106.1978344,1.894283282,1,9559,danhong
1,14,60,20,0,6,0,0,0,39,1,1,1,0,166.002973,2.001700219,1,9561,danhong
42,34,23,0,0,0,0,0,0,0,0,0,0,0,178.061194,4.496955183,1,9564,danhong
1,35,54,8,0,2,0,0,0,14,0,4,2,0,168.0152743,1.723573055,1,9565,danhong
78,18,2,0,0,1,0,0,0,0,0,0,0,0,164.3798318,2.048023318,1,9567,danhong
10,15,32,23,0,1,19,0,0,54,1,10,6,3,137.5625934,0.542715397,1,9572,danhong
40,51,2,0,0,8,0,0,0,0,0,0,0,0,113.1182649,2.320048681,1,9575,danhong
24,51,20,0,0,4,0,0,0,0,0,0,0,0,158.1596136,0.533908423,1,9576,danhong
26,65,10,0,0,0,0,0,0,0,0,0,0,0,133.5976283,0.691422221,1,9582,danhong
0,13,53,27,0,6,1,0,0,50,8,10,9,6,126.3423175,0.440961616,1,9589,danhong
31,38,20,8,0,2,2,0,0,18,5,0,3,0,155.6689992,-0.141860837,1,9591,danhong
10,56,30,2,0,2,0,0,0,0,3,2,2,0,120.5941404,0.045619425,1,9592,danhong
2,60,37,0,0,1,0,0,0,0,0,0,0,0,161.1504853,0.425194782,1,9594,danhong
37,29,28,5,0,0,0,0,0,7,0,0,0,0,192.0089163,4.063678653,1,9596,danhong
20,41,28,7,0,3,1,0,0,20,1,1,1,0,150.2986308,1.641194407,1,9598,danhong
11,34,48,7,0,0,0,0,0,13,8,0,4,0,156.3087676,3.280657638,1,9600,danhong
52,34,10,5,0,0,0,0,0,9,6,0,2,0,167.6057749,1.252825098,1,9601,danhong
8,44,30,9,0,4,6,0,0,5,16,0,9,0,155.8085992,1.670691327,1,9602,danhong
45,33,17,0,0,5,0,0,0,0,0,0,0,0,140.7948933,-0.240056544,1,9604,danhong
0,13,75,12,0,0,0,0,0,25,3,7,5,1,159.3212013,1.393229502,1,9608,danhong
0,4,86,6,0,1,4,0,0,9,1,2,2,0,166.8956824,4.813533064,1,9612,danhong
33,48,11,0,0,3,5,0,0,0,0,0,0,0,127.4334287,2.052290862,1,9617,danhong
64,27,8,0,0,1,0,0,0,0,0,0,0,0,155.9099809,2.197274498,1,9620,danhong
66,23,1,0,0,10,0,0,0,0,0,0,0,0,118.4167873,-0.397789526,1,9621,danhong
2,23,19,20,0,1,35,0,0,61,1,0,1,1,144.1034945,1.265437062,1,9626,danhong
56,42,1,0,0,1,0,0,0,0,0,0,0,0,179.6810632,1.25363593,1,9627,danhong
17,17,2,0,0,63,0,0,1,0,0,0,0,0,98.60321257,0.603458625,3,9630,danhong
22,30,26,18,0,1,4,0,0,37,2,12,7,0,163.9347864,3.065147494,1,9632,danhong
12,69,15,1,0,3,0,0,0,0,1,0,0,0,179.4987645,1.490390846,1,9637,danhong
8,27,31,28,0,3,3,0,0,42,12,0,6,5,163.0411956,-0.116209008,1,9639,danhong
45,28,25,1,0,0,0,0,0,1,0,0,0,0,177.6940255,2.899968452,1,9640,danhong
19,29,35,12,0,3,0,0,3,17,0,16,7,0,134.7684619,0.140790942,1,9649,danhong
17,37,35,7,0,3,1,0,0,17,2,1,1,0,141.6177962,1.668015078,1,9653,danhong
3,20,52,16,0,9,0,0,0,17,3,12,8,0,163.8446639,-0.678622947,1,9654,danhong
55,38,2,0,0,4,0,0,1,0,0,0,0,0,154.3096301,0.950296361,1,9658,danhong
27,57,13,1,0,3,0,0,0,0,0,1,1,0,151.2251686,0.768272276,1,9662,danhong
6,15,39,19,0,3,17,0,0,33,3,0,2,0,175.0848377,1.306617051,1,9664,danhong
0,19,56,9,0,1,15,0,0,19,11,0,5,8,130.5163287,-0.213725484,1,9666,danhong
23,30,39,8,0,1,0,0,0,8,1,1,1,0,198.4403165,3.664178034,1,9671,danhong
50,46,3,0,0,1,0,0,0,0,0,0,0,0,138.6128492,4.660958411,1,9672,danhong
3,55,34,6,0,2,0,0,0,4,4,6,5,0,148.2387304,-0.510775346,1,9679,danhong
52,32,8,0,0,3,0,0,4,1,0,0,0,0,142.9235813,0.287688781,1,9683,danhong
57,23,13,4,0,1,0,0,1,8,0,0,0,0,162.1635652,1.323101501,1,9684,danhong
20,68,11,0,0,1,0,0,0,0,0,0,0,0,169.8413066,1.375252552,1,9687,danhong
24,26,49,1,0,1,0,0,0,2,0,0,0,0,176.4145536,0.7335329,1,9694,danhong
51,24,4,0,0,20,0,0,0,0,0,0,0,0,106.1860242,-0.062398421,1,9699,danhong
37,39,14,5,0,5,0,0,0,8,3,0,2,0,173.1339687,-0.32959517,1,9700,danhong
6,58,30,5,0,0,0,0,0,16,1,1,1,0,155.6593636,3.635173525,1,9703,danhong
27,34,29,6,0,0,4,0,0,9,1,2,1,0,156.7205776,3.64026617,1,9704,danhong
2,19,21,14,0,2,43,0,0,17,7,0,3,3,165.6104491,-0.51332515,1,9707,danhong
19,28,17,0,0,15,22,0,0,0,0,0,0,0,92.05695073,-0.475365618,0,9710,danhong
29,55,15,0,0,0,0,0,0,0,0,0,0,0,130.9232609,2.689415056,1,9711,danhong
1,23,60,8,0,4,4,0,0,5,8,3,5,0,159.1412267,0.710971876,1,9712,danhong
8,39,24,20,0,9,0,0,0,56,4,1,3,1,123.3092112,-0.300030465,1,9715,danhong
29,30,24,8,0,8,1,0,0,17,0,6,3,0,129.9580455,0.468976092,1,9716,danhong
72,16,1,0,0,10,0,0,1,0,0,0,0,0,161.4906082,-0.085788741,1,9725,danhong
12,32,45,3,0,9,0,0,0,1,5,0,3,0,157.5697709,0.03200781,1,9727,danhong
10,68,17,0,0,5,0,0,0,0,0,0,0,0,103.5881946,0.688094959,1,9729,danhong
7,56,29,3,0,5,0,0,0,2,1,5,3,0,116.1671992,0.391689004,1,9730,danhong
31,34,30,3,0,3,0,0,0,10,0,0,0,0,150.8669373,-0.841133324,1,9734,danhong
51,34,10,0,0,6,0,0,0,0,0,0,0,0,130.5381851,1.344364057,1,9737,danhong
42,31,25,0,0,1,0,0,0,0,0,0,0,0,152.9790762,3.349757989,1,9739,danhong
36,43,13,0,0,9,0,0,0,0,0,0,0,0,117.857447,1.078174334,1,9740,danhong
2,20,71,6,0,1,0,0,0,8,0,3,2,2,170.6776838,-0.481600742,1,9741,danhong
5,26,57,9,0,3,0,0,0,7,9,1,5,0,168.2525758,2.935233889,1,9746,danhong
4,54,29,4,0,1,8,0,0,8,0,4,2,0,146.6753361,1.027832861,1,9748,danhong
13,61,23,0,0,2,1,0,0,0,0,0,0,0,167.4287789,2.045408836,1,9749,danhong
4,32,55,8,0,1,0,0,0,18,1,0,0,0,184.7378904,3.241987674,1,9752,danhong
10,36,34,16,0,4,0,0,0,50,4,5,4,3,138.6060121,2.104132142,1,9755,danhong
10,24,43,7,0,0,17,0,0,1,4,9,7,0,137.376193,1.822768359,1,9758,danhong
0,0,10,0,0,1,89,0,0,0,0,0,0,0,128.1395239,0.148828845,1,9760,danhong
25,62,12,1,0,0,0,0,0,1,0,2,1,0,171.7877138,0.812789812,1,9761,danhong
11,52,36,0,0,1,0,0,0,0,0,0,0,0,205.4674304,4.663148562,2,9763,danhong
28,58,6,0,0,7,0,0,0,0,0,0,0,0,127.2700983,-0.698552401,1,9766,danhong
76,17,1,0,0,6,0,0,0,0,0,0,0,0,98.80271986,-0.558265281,0,9768,danhong
14,55,19,8,0,4,0,0,0,12,3,8,6,0,140.4819994,0.797431837,1,9769,danhong
33,30,28,8,0,0,0,0,0,15,7,0,4,0,165.3111111,0.713823808,1,9774,danhong
30,35,34,1,0,0,0,0,0,2,0,0,0,0,176.3633869,1.451839558,1,9775,danhong
10,57,27,0,0,5,0,0,0,0,0,0,0,0,146.1264524,-0.028703491,1,9776,danhong
5,34,50,1,0,10,1,0,0,1,0,1,0,0,95.70537766,0.555350106,3,9777,danhong
48,37,8,0,0,6,0,0,0,0,0,0,0,0,143.6738192,0.040922276,1,9778,danhong
3,44,50,2,0,2,0,0,0,2,0,0,0,0,144.6329066,1.113094811,1,9780,danhong
73,19,6,0,0,1,0,0,0,0,0,0,0,0,171.7398145,2.180336939,1,9788,danhong
0,10,57,29,0,1,3,0,0,71,9,13,11,1,145.932192,2.789527523,1,9789,danhong
58,27,12,2,0,1,0,0,0,5,0,0,0,0,140.8271723,1.564411558,1,9797,danhong
2,57,39,2,0,0,1,0,0,5,0,0,0,0,145.121701,-0.055540957,1,9798,danhong
47,26,12,1,0,15,0,0,0,2,0,0,0,0,124.6212992,-1.044109913,1,9800,danhong
38,46,16,0,0,0,0,0,0,0,0,0,0,0,140.5678163,5.703175818,1,9802,danhong
55,30,0,0,0,3,0,0,12,0,0,0,0,0,139.9185813,-0.141261961,1,9806,danhong
3,48,11,0,0,0,0,3,34,1,0,0,0,0,179.479482,3.365181827,1,9808,danhong
1,33,38,23,0,5,0,0,0,56,0,15,8,1,136.7262964,-0.016194934,1,9809,danhong
47,26,17,6,0,4,0,0,0,10,0,0,0,0,168.2771441,1.144784473,1,9810,danhong
48,35,12,0,0,5,0,0,0,0,0,0,0,0,127.9872548,-0.305018357,1,9812,danhong
0,4,18,4,0,0,74,0,0,0,6,3,4,0,160.2440944,1.582590644,1,9814,danhong
42,51,5,0,0,2,0,0,0,0,0,0,0,0,130.3195777,0.235509585,1,9817,danhong
45,54,1,0,0,0,0,0,0,0,0,0,0,0,170.1004548,0.289179481,1,9818,danhong
39,36,4,0,0,20,1,0,0,0,0,0,0,0,138.7219625,-0.091839746,1,9824,danhong
47,40,2,0,0,11,0,0,0,1,0,0,0,0,115.8669148,-0.096917332,1,9826,danhong
0,20,64,10,0,6,0,0,0,20,6,4,5,2,144.2345269,-0.555128502,1,9827,danhong
63,20,12,2,0,1,0,0,1,6,0,0,0,0,135.7305818,0.616384319,1,9830,danhong
6,32,44,4,0,2,11,0,0,0,9,0,5,0,132.2568023,1.771818612,1,9839,danhong
6,39,47,4,0,2,2,0,0,6,0,3,2,0,154.7203426,3.068558183,1,9842,danhong
2,63,32,1,0,2,0,0,0,0,3,0,1,0,167.4500729,1.4787084,1,9848,danhong
0,1,63,10,0,0,26,0,0,11,14,0,7,0,167.8114118,2.335628436,1,9849,danhong
4,58,34,2,0,2,0,0,0,2,1,1,1,0,167.0519284,3.428294889,1,9850,danhong
36,40,4,0,0,0,0,0,19,0,0,0,0,0,114.6761093,0.043297039,1,9852,danhong
0,0,64,17,0,2,18,0,0,1,27,5,15,2,182.4820711,-0.046733466,1,9853,danhong
9,25,34,24,0,6,1,0,0,62,0,7,4,1,120.1257891,-0.428312213,1,9854,danhong
64,33,3,0,0,0,0,0,0,0,0,0,0,0,158.5943362,1.403605511,1,9857,danhong
0,10,83,4,0,2,0,0,0,2,0,3,1,0,182.6585529,0.721379375,1,9858,danhong
28,45,8,0,0,3,0,0,15,0,0,0,0,0,182.6636337,1.53239053,1,9860,danhong
7,25,37,29,2,0,1,0,0,63,1,21,11,3,141.7120035,2.691926711,1,9861,danhong
12,29,29,27,0,4,0,0,0,70,17,1,8,1,137.7091053,1.509412788,1,9866,danhong
0,8,53,27,0,4,8,0,0,33,16,14,15,9,144.5253333,1.173161588,1,9871,danhong
26,25,18,7,0,17,0,0,7,17,0,2,1,1,120.1502573,-0.423420256,1,9872,danhong
0,15,56,28,0,0,0,0,0,43,22,14,18,6,166.5335572,14.49268076,1,9876,danhong
7,41,31,15,0,0,5,0,0,23,8,3,6,0,166.9344679,0.778678547,1,9877,danhong
8,52,34,6,0,0,0,0,0,0,13,0,6,0,154.7094726,0.005469798,1,9879,danhong
0,2,53,9,0,2,33,0,0,8,14,4,9,0,158.3089469,0.241512669,1,9880,danhong
23,30,18,9,0,6,14,0,0,13,7,0,4,0,149.9082455,0.053783671,1,9888,danhong
32,22,15,9,0,22,1,0,0,0,11,0,6,1,127.2150524,-0.678629074,1,9893,danhong
4,42,48,5,0,1,0,0,0,0,8,4,6,0,142.9066852,0.61639954,1,9895,danhong
0,36,59,1,0,0,0,2,1,1,1,0,1,0,166.5799478,2.284414542,1,9914,danhong
31,46,19,4,0,0,0,0,0,12,0,2,1,0,163.1669919,3.656568468,1,9917,danhong
48,43,7,0,0,0,2,0,0,0,0,0,0,0,149.601105,2.080710682,1,9918,danhong
7,48,36,4,0,4,0,0,0,5,7,0,4,0,155.4759636,1.568269562,1,9923,danhong
0,1,47,8,0,0,43,0,0,25,2,3,2,0,144.0817555,-0.331585099,1,9928,danhong
22,46,28,4,0,1,0,0,0,9,0,4,2,4,134.5851673,6.327081359,1,9929,danhong
0,13,60,10,0,1,16,0,0,8,13,3,7,0,169.9293686,0.638217539,1,9930,danhong
40,32,14,1,0,13,0,0,0,1,0,0,0,0,155.9886225,-0.002153814,1,9932,danhong
11,26,43,16,0,5,0,0,0,14,8,0,4,0,186.6500273,1.75481565,1,9935,danhong
17,29,31,11,0,3,9,0,0,30,3,0,2,0,140.682974,-0.212247365,1,9937,danhong
28,59,12,0,0,1,0,0,0,1,0,0,0,0,186.3752404,1.894185006,1,994,danhong
0,0,63,16,0,0,20,0,0,17,10,12,12,1,193.7714104,3.01981322,1,9941,danhong
17,35,24,9,0,14,0,0,0,17,0,7,3,2,176.3703323,-0.216479526,1,9942,danhong
20,38,33,7,0,1,1,0,0,3,6,5,5,0,167.4986834,0.511441763,1,9953,danhong
0,0,15,7,0,0,78,0,0,8,0,8,5,0,166.5457195,1.779732133,1,9954,danhong
4,53,27,11,0,4,0,0,0,33,0,5,3,0,136.6413821,0.555444163,1,9956,danhong
0,0,41,6,0,0,53,0,0,3,3,7,5,0,161.5876816,4.765312083,1,9960,danhong
42,45,9,1,0,3,0,0,0,1,1,0,1,0,147.3184384,1.811635944,1,9962,danhong
58,22,6,2,0,12,0,0,0,0,0,0,0,0,140.0739225,-0.44681017,1,9973,danhong
81,14,2,3,0,0,0,0,0,0,0,0,0,0,128.0285269,2.168388188,1,9983,danhong
43,32,13,5,0,2,0,0,5,13,1,0,0,0,121.6076175,1.857763522,1,9985,danhong
14,17,35,5,0,2,26,0,0,1,6,0,3,0,157.0357106,2.225569609,1,9994,danhong
39,28,2,0,0,31,0,0,0,0,0,0,0,0,133.3115509,-0.621785557,1,9995,danhong
6,56,31,3,0,3,0,0,0,1,2,1,1,0,181.2374697,2.276737843,1,9998,danhong
0,0,16,48,0,16,21,0,0,100,39,21,29,66,115.0237875,0.104100261,1,1,hong
0,0,1,77,5,6,11,0,0,78,74,70,72,49,121.0918228,3.322722428,1,10004,hong
0,3,38,52,7,0,0,0,0,58,14,32,22,1,199.429909,1.879946102,1,10005,hong
0,0,34,64,0,0,2,0,0,86,23,53,39,31,137.9547161,1.251809988,1,10006,hong
0,0,29,69,1,0,1,0,0,68,74,34,53,13,182.4012097,1.621490607,1,10012,hong
3,8,27,55,4,1,2,0,0,70,43,11,25,18,181.0252957,0.891565396,1,10013,hong
0,1,43,32,0,0,24,0,0,70,21,15,18,6,151.9437809,5.799035766,1,10015,hong
0,2,23,66,7,2,1,0,0,89,61,32,45,24,171.3738408,1.130936551,1,10020,hong
0,1,14,73,10,2,0,0,0,68,42,67,54,77,129.2461633,1.967123686,1,10023,hong
2,13,21,56,6,0,0,0,0,65,9,59,37,64,132.5618569,0.817520907,1,10025,hong
0,0,9,39,0,0,51,0,0,94,7,20,14,16,135.1669406,2.280937282,1,10028,hong
0,0,8,44,0,0,48,0,0,69,16,69,44,12,162.9568981,3.22278398,1,10033,hong
0,0,3,12,0,0,85,0,0,31,2,9,6,3,164.3185845,0.373166604,1,10034,hong
1,16,39,40,0,5,0,0,0,91,24,15,20,21,110.5316747,3.45458439,1,10037,hong
30,18,12,39,0,0,0,0,0,72,0,6,4,4,167.0102348,-0.277939528,1,10042,hong
2,2,35,59,0,0,1,0,0,51,27,26,26,11,179.2797226,-0.040540261,1,10044,hong
0,22,30,41,1,0,5,0,0,53,22,8,15,3,173.4239882,2.671426834,1,10047,hong
0,0,33,58,6,0,3,0,0,75,33,33,33,22,177.3441681,2.665077754,1,10052,hong
37,15,8,26,1,12,0,0,1,85,4,1,3,17,124.8044417,-0.126418353,1,10053,hong
0,8,38,43,0,0,11,0,0,53,30,37,34,3,140.5991576,6.732581753,1,10058,hong
0,3,55,39,0,3,0,0,0,77,29,16,21,18,142.1745833,4.989542922,1,10061,hong
0,2,23,50,0,0,25,0,0,49,34,34,34,2,129.4144834,0.926983774,1,10062,hong
0,0,1,43,1,0,55,0,0,91,13,25,19,7,174.4223373,1.081896729,1,10063,hong
0,1,5,89,0,5,0,0,0,98,80,83,81,30,131.4573654,2.155044041,1,10068,hong
8,35,18,36,0,3,0,0,0,86,25,2,15,4,107.2374733,0.780234848,1,10073,hong
12,15,12,21,0,22,18,0,0,39,3,0,1,14,110.1418061,-1.14254449,1,10074,hong
6,10,12,34,0,38,0,0,0,76,2,1,2,16,128.1381811,-0.967751672,1,10081,hong
6,15,27,52,0,0,0,0,0,86,27,48,38,14,145.4886559,3.472109402,1,10084,hong
2,24,30,40,0,3,0,0,0,67,34,23,28,4,134.5186668,1.484627875,1,10088,hong
0,9,42,49,0,0,0,0,0,77,29,26,28,23,188.4115465,1.209966886,1,10098,hong
0,0,3,88,2,3,4,0,0,61,78,80,79,77,115.0081063,1.123360509,1,10104,hong
0,8,37,43,2,1,9,0,0,64,7,51,30,43,116.4297454,-0.090561483,1,10107,hong
0,1,8,81,0,4,7,0,0,68,58,62,60,45,129.4895789,1.669826022,1,10110,hong
6,6,16,27,1,42,2,0,0,67,1,2,1,12,116.8605181,-1.138099807,1,10114,hong
0,1,29,60,10,0,0,0,0,96,60,51,55,42,138.9623405,0.354875727,1,10118,hong
0,0,18,51,1,0,31,0,0,98,39,23,30,22,186.0928076,1.630510726,1,10120,hong
0,3,30,62,1,4,0,0,0,93,62,12,35,20,127.9996366,-0.110084044,1,10122,hong
0,0,32,29,0,0,39,0,0,73,10,16,13,1,174.92506,3.493212303,1,10129,hong
8,20,21,47,0,3,0,0,1,98,30,13,21,14,121.6756722,0.559630091,1,10130,hong
0,0,8,81,2,4,4,0,0,43,56,80,68,57,104.9839918,0.773004177,1,10131,hong
0,0,12,75,1,9,3,0,0,66,72,26,47,59,122.8028358,-0.377556514,1,10132,hong
2,18,34,39,2,5,0,0,0,50,0,33,15,10,150.3908009,-0.566740237,1,10133,hong
0,3,24,38,0,1,33,0,0,67,18,20,19,23,120.9279141,0.36296762,1,10139,hong
0,2,31,65,0,0,2,0,0,61,8,74,52,35,132.7812924,0.176000753,1,10143,hong
0,7,17,65,0,11,0,0,0,64,86,31,64,65,109.3775401,5.17348371,1,10145,hong
0,0,2,72,6,20,0,0,0,97,68,79,74,88,82.95118398,7.846611681,3,10146,hong
1,20,40,36,1,2,0,0,0,56,3,31,18,0,154.3767728,0.145887029,1,10148,hong
0,0,18,25,0,0,58,0,0,54,16,11,13,5,160.4847972,1.27699034,1,10149,hong
0,0,27,50,1,22,0,0,0,81,37,10,23,18,134.191607,-0.831505513,1,10152,hong
0,0,7,8,0,0,84,0,0,14,2,2,2,1,166.9937483,2.371338905,1,10160,hong
2,5,26,66,1,0,0,0,0,95,20,4,12,9,176.6804246,2.601971571,1,10162,hong
0,8,46,45,0,2,0,0,0,73,18,20,19,6,146.352462,2.313143795,1,10163,hong
0,11,51,38,0,0,0,0,0,97,8,12,10,13,158.2760728,2.062593107,1,10165,hong
1,16,39,32,0,7,4,0,0,59,9,23,16,4,134.0927061,-0.081429529,1,10167,hong
11,17,37,31,0,4,0,0,1,50,15,21,18,1,134.423255,-0.222744267,1,10168,hong
2,4,28,63,0,3,1,0,0,93,34,51,42,12,174.7565795,0.674386864,1,10169,hong
1,3,36,51,1,2,7,0,0,61,11,39,23,20,185.1204452,5.261007774,1,10170,hong
0,0,9,91,0,0,0,0,0,80,76,82,78,22,147.1237545,-0.4978917,1,10174,hong
0,0,12,83,1,4,0,0,0,68,59,71,66,35,141.2880924,0.606278059,1,10179,hong
0,0,2,69,20,1,8,0,0,74,69,75,72,58,137.998703,0.910135539,1,10185,hong
0,0,3,52,45,0,0,0,0,101,91,100,95,94,124.9536291,1.261439,1,10186,hong
0,8,44,45,0,3,0,0,0,56,23,55,39,13,105.1132976,4.244349526,1,10188,hong
0,0,8,56,0,0,36,0,0,96,53,58,56,74,140.1253727,1.608880997,1,10189,hong
0,15,38,44,3,0,0,0,0,86,7,23,16,29,170.1530655,-0.141879652,1,10190,hong
1,10,40,42,0,3,4,0,0,62,18,32,26,11,131.4543452,0.898421307,1,10192,hong
0,0,12,25,0,0,63,0,0,61,3,1,2,7,153.7403258,2.152390819,1,10193,hong
0,0,4,22,0,0,75,0,0,63,0,2,1,12,162.584733,1.800638534,1,10197,hong
0,1,12,79,0,8,0,0,0,89,55,65,60,66,97.49490522,4.766675867,3,10198,hong
0,3,29,56,0,11,0,0,0,66,64,29,46,38,126.5698923,-0.439049673,1,10199,hong
0,0,12,65,0,2,21,0,0,89,66,56,61,21,130.0575301,5.309495757,1,10200,hong
0,0,0,6,23,1,69,0,0,44,10,10,10,1,86.40782312,0.395138394,3,10211,hong
0,2,41,56,0,1,1,0,0,66,64,2,32,19,163.6977152,-0.13085117,1,10216,hong
39,19,17,24,0,0,0,0,0,54,26,1,12,2,149.6946688,1.230581066,1,10217,hong
0,0,32,64,4,0,0,0,0,101,29,70,51,33,146.3357606,-0.225905635,1,10218,hong
0,6,40,48,6,0,0,0,0,101,47,18,32,38,151.6071231,0.476189444,1,1022,hong
0,0,0,0,22,0,78,0,0,2,4,41,22,0,113.3545542,0.592228189,1,10222,hong
0,9,26,55,0,9,0,0,0,89,41,40,40,9,102.0428981,0.9029267,1,10223,hong
0,10,19,54,0,16,1,0,0,43,45,23,34,9,105.6487061,-0.845369702,1,10224,hong
0,0,22,76,0,2,0,0,0,97,74,49,62,14,160.322447,2.795253892,1,10225,hong
0,1,3,69,3,1,23,0,0,97,90,63,76,59,115.6693985,2.554926962,1,10228,hong
0,0,25,70,2,0,2,0,0,85,8,1,5,7,211.4422531,-0.014975003,1,10229,hong
0,0,24,48,0,0,28,0,0,68,34,31,33,22,108.7276971,4.569626104,1,10233,hong
0,1,22,62,0,14,0,0,0,97,23,36,29,27,115.5730065,-0.882843534,1,10235,hong
1,10,29,30,0,1,28,0,0,48,21,1,10,9,122.6879608,-0.725189258,1,10236,hong
0,2,17,76,0,5,0,0,0,75,11,91,50,7,161.8644622,-0.611086718,1,10241,hong
0,0,10,37,0,0,54,0,0,79,6,1,4,8,168.2403265,3.327288673,1,10247,hong
0,9,21,64,0,5,2,0,0,72,58,33,44,48,121.5059275,3.330026765,1,10248,hong
0,0,29,58,11,1,0,0,0,85,33,99,55,51,124.2860353,-0.600477921,1,10251,hong
3,6,23,61,0,1,5,0,0,94,23,13,18,6,170.6759948,4.240107974,1,10261,hong
0,6,42,50,0,1,0,0,0,100,30,32,31,17,135.368989,-0.168189301,1,10269,hong
12,25,25,25,0,3,0,0,10,35,0,33,14,3,143.8144456,-0.549545787,1,10271,hong
21,21,25,26,0,4,2,0,0,31,11,7,9,0,176.6647271,0.882454242,1,10273,hong
