,danbai,dan,danhong,hong,jiang,anhong,honghuang,qingzi,danzi,brightness,label,predict
1103,0,1,59,37,0,0,3,0,0,211.76704300000003,danhong,hong
1104,0,9,74,17,0,0,0,0,0,201.8454134,danhong,danhong
1105,1,2,84,9,0,0,5,0,0,207.078367,danhong,danhong
1106,0,1,61,30,0,0,8,0,0,207.8295872,danhong,danhong
1107,0,4,55,3,0,0,38,0,0,198.3540491,danhong,danhong
1108,0,2,38,14,0,0,45,0,0,164.8201747,danhong,danhong
1109,8,33,46,8,0,1,3,0,0,163.81500380000003,danhong,danhong
1110,0,5,44,37,0,1,14,0,0,164.2676742,danhong,hong
1111,16,32,44,6,0,0,2,0,0,180.4088552,danhong,danhong
1112,0,1,49,29,1,1,20,0,0,194.7224308,danhong,danhong
1113,0,0,65,23,0,0,11,0,0,189.441052,danhong,danhong
1114,0,0,76,15,0,0,8,0,0,212.4795418,danhong,danhong
1115,1,8,56,24,0,1,10,0,0,198.1768609,danhong,danhong
1116,0,5,90,5,0,0,0,0,0,230.625258,danhong,danhong
1117,1,12,75,8,0,1,4,0,0,230.0461827,danhong,danhong
1118,31,48,15,1,0,2,2,0,2,151.9225717,danhong,danhong
1119,87,10,3,0,0,0,0,0,0,147.4497931,danhong,danhong
1120,46,37,9,1,0,6,0,0,1,145.3432655,danhong,danhong
1121,1,12,54,26,0,8,0,0,0,164.174877,danhong,hong
1122,0,1,64,28,1,7,0,0,0,168.0089606,danhong,hong
1123,1,20,57,15,0,3,4,0,0,150.0490814,danhong,danhong
1124,7,12,44,33,0,4,0,0,0,162.51012269999998,danhong,hong
1125,8,28,38,25,0,1,0,0,0,154.90281000000002,danhong,hong
1126,0,1,83,16,0,0,0,0,0,214.5934637,danhong,danhong
1127,86,13,0,0,0,1,0,0,0,207.1748002,danhong,danhong
1128,0,0,26,30,0,0,43,0,0,136.0017992,danhong,danhong
1129,0,7,37,44,0,0,12,0,0,137.6600766,danhong,hong
1130,55,26,10,4,0,3,1,0,2,135.8334446,danhong,danhong
1131,0,3,49,2,0,0,45,0,0,140.9785653,danhong,danhong
1132,8,23,42,21,0,1,4,0,0,184.70283600000002,danhong,danhong
1133,4,29,37,20,0,0,11,0,0,120.22988090000001,danhong,danhong
1134,13,41,23,0,0,0,23,0,0,163.2049465,danhong,danhong
1135,25,46,19,9,0,0,0,0,0,155.18472340000002,danhong,danhong
1136,89,8,0,0,0,4,0,0,0,120.0306227,danhong,danhong
1137,1,22,71,3,0,0,3,0,0,196.4479618,danhong,danhong
1138,43,22,31,4,0,0,0,0,0,135.13751299999998,danhong,danhong
1139,14,25,44,3,0,0,13,0,1,156.1268697,danhong,danhong
1140,13,42,20,0,0,24,0,0,0,117.6597139,danhong,danhong
1141,34,48,15,1,0,0,2,0,0,153.0299998,danhong,danhong
1142,67,29,4,0,0,0,0,0,0,201.16944740000002,danhong,danhong
1143,36,61,3,0,0,0,0,0,0,127.42627820000001,danhong,danhong
1144,36,43,13,1,0,8,0,0,0,171.83266609999998,danhong,danhong
1145,70,16,2,0,0,12,0,0,0,141.59235719999998,danhong,danhong
1146,43,38,15,0,0,4,0,0,0,140.48561999999998,danhong,danhong
1147,19,55,24,0,0,0,2,0,0,170.598974,danhong,danhong
1148,15,46,29,1,0,6,3,0,0,192.726392,danhong,danhong
1149,3,37,44,7,0,8,0,0,0,155.3258094,danhong,danhong
1150,53,45,1,0,0,2,0,0,0,171.1036105,danhong,danhong
1151,20,53,21,0,0,6,0,0,0,107.9011279,danhong,danhong
1152,68,21,1,0,0,10,0,0,0,116.9246598,danhong,danhong
1153,1,12,26,27,0,0,34,0,0,147.18654109999997,danhong,danhong
1154,50,12,1,0,0,36,0,0,2,125.24799240000002,danhong,danhong
1155,6,36,41,3,0,3,12,0,0,181.2839853,danhong,danhong
1156,0,0,8,47,5,0,40,0,0,131.63603229999998,danhong,hong
1157,5,66,16,1,0,8,3,0,0,154.73538969999998,danhong,danhong
1158,3,20,70,5,0,0,2,0,0,183.7807044,danhong,danhong
1159,0,4,61,30,0,1,4,0,0,174.9259954,danhong,danhong
1160,17,44,27,6,0,6,0,0,0,177.8499285,danhong,danhong
1161,52,24,19,3,0,0,1,0,0,150.2423253,danhong,danhong
1162,52,34,8,0,0,6,0,0,0,186.6565549,danhong,danhong
1163,4,11,67,8,0,10,1,0,0,164.7443153,danhong,danhong
1164,0,32,55,3,0,3,6,0,0,185.7944398,danhong,danhong
1165,25,42,22,4,0,7,1,0,0,153.0256551,danhong,danhong
1166,2,37,47,9,0,4,1,0,0,133.3656513,danhong,danhong
1167,2,9,66,19,0,4,0,0,0,189.8871686,danhong,danhong
1168,7,6,24,5,0,57,0,0,0,156.4904759,danhong,danhong
1169,45,33,12,2,0,5,0,0,3,142.7564169,danhong,danhong
1170,92,7,0,0,0,0,0,0,1,147.8128494,danhong,danhong
1171,78,14,0,0,0,8,0,0,0,132.9810146,danhong,danhong
1172,73,16,2,0,0,7,1,0,0,202.6546259,danhong,danhong
1173,0,18,54,17,0,11,0,0,0,141.2330705,danhong,hong
1174,22,50,26,0,0,1,1,0,0,159.5937686,danhong,danhong
1175,19,46,21,6,0,8,0,0,0,173.0896468,danhong,danhong
1176,34,57,8,0,0,1,0,0,0,141.71294519999998,danhong,danhong
1177,0,46,44,5,0,4,1,0,0,146.5969843,danhong,danhong
1178,52,36,11,1,0,0,0,0,0,117.0342558,danhong,danhong
1179,0,42,46,5,0,1,6,0,0,145.6911325,danhong,danhong
1180,0,22,43,17,0,0,18,0,0,140.291404,danhong,danhong
1181,65,20,2,0,0,1,0,0,11,176.5275934,danhong,danhong
1182,5,30,56,1,0,3,6,0,0,129.02724840000002,danhong,danhong
1183,72,21,3,0,0,4,0,0,0,172.9967427,danhong,danhong
1184,14,41,20,4,0,6,0,1,13,163.34909199999998,danhong,hong
1185,78,12,0,0,0,10,0,0,0,105.76845990000001,danhong,danhong
1186,46,24,3,1,0,3,0,0,24,166.94546709999997,danhong,danhong
1187,3,60,32,1,0,3,1,0,0,123.8482209,danhong,danhong
1188,68,28,1,0,0,1,0,0,1,149.2084029,danhong,danhong
1189,0,0,3,30,0,2,65,0,0,157.9370989,danhong,hong
1190,35,31,10,0,0,0,0,0,24,192.2278921,danhong,danhong
1191,31,52,14,1,0,2,0,0,1,142.022399,danhong,danhong
1192,45,50,4,0,0,0,0,0,1,193.96110339999998,danhong,danhong
1193,38,48,12,0,0,0,1,0,0,174.6434937,danhong,danhong
1194,40,41,7,0,0,12,0,0,0,115.70836609999998,danhong,danhong
1195,1,26,48,6,0,1,18,0,0,162.7275191,danhong,danhong
1196,6,75,17,0,0,2,0,0,0,143.14362649999998,danhong,danhong
1197,0,22,71,5,0,1,1,0,0,168.1893986,danhong,danhong
1198,23,22,25,24,0,0,5,0,0,161.09776010000002,danhong,hong
1199,6,27,41,16,0,8,2,0,0,170.79753730000002,danhong,danhong
1200,59,26,7,5,0,2,0,0,0,144.70182649999998,danhong,danhong
1201,87,11,0,0,0,2,0,0,0,159.58174680000002,danhong,danhong
1202,68,18,4,0,0,1,0,1,9,133.6171077,danhong,danhong
1203,0,12,69,5,0,3,10,0,0,147.1884595,danhong,danhong
1204,65,24,1,0,0,9,1,0,0,126.5397976,danhong,danhong
1205,2,60,34,1,0,2,0,0,0,137.5440446,danhong,danhong
1206,0,1,26,45,0,12,16,0,0,151.231804,danhong,hong
1207,16,36,25,14,0,9,0,0,0,112.608076,danhong,hong
1208,13,35,44,7,0,2,0,0,0,161.5112447,danhong,danhong
1209,15,52,26,4,0,0,3,0,0,165.51896399999998,danhong,danhong
1210,0,17,40,22,0,0,21,0,0,133.5320791,danhong,danhong
1211,44,32,22,1,0,0,0,0,0,166.50926769999998,danhong,danhong
1212,8,27,37,19,0,8,0,0,0,148.2854295,danhong,hong
1213,29,37,34,0,0,0,0,0,0,151.12705369999998,danhong,danhong
1214,49,40,9,0,0,0,1,0,0,146.0656135,danhong,danhong
1215,41,33,17,6,0,3,0,0,0,156.5899506,danhong,danhong
1216,18,41,34,1,0,6,0,0,0,136.73083880000001,danhong,danhong
1217,26,14,34,21,0,1,4,0,0,152.2714918,danhong,danhong
1218,11,38,47,5,0,0,0,0,0,187.2672086,danhong,danhong
1219,0,12,82,2,0,2,1,0,0,169.336669,danhong,danhong
1220,37,40,15,8,0,0,0,0,0,146.2752775,danhong,danhong
1221,4,45,44,6,0,2,0,0,0,166.2843188,danhong,danhong
1222,26,64,2,0,0,7,0,0,0,168.7022109,danhong,danhong
1223,41,49,6,0,0,4,0,0,0,146.6735659,danhong,danhong
1224,14,45,36,4,0,1,0,0,0,167.2226224,danhong,danhong
1225,42,41,16,1,0,0,0,0,0,154.0531251,danhong,danhong
1226,30,52,16,0,0,0,0,0,1,157.8913585,danhong,danhong
1227,4,15,52,28,0,0,0,0,0,179.1928887,danhong,hong
1228,7,50,43,0,0,0,0,0,0,168.4362754,danhong,danhong
1229,33,30,30,4,0,1,2,0,0,140.16403789999998,danhong,danhong
1230,45,20,15,8,0,12,0,0,0,139.9816503,danhong,danhong
1231,0,1,31,9,0,0,60,0,0,132.3043679,danhong,danhong
1232,73,24,1,0,0,2,0,0,0,155.9266946,danhong,danhong
1233,56,38,4,0,0,2,0,0,0,150.53322659999998,danhong,danhong
1234,0,10,54,19,0,7,9,0,0,154.7903811,danhong,danhong
1235,35,43,17,0,0,0,4,0,0,179.4087501,danhong,danhong
1236,3,40,42,10,0,1,3,0,0,169.88006049999998,danhong,danhong
1237,0,5,36,47,0,2,11,0,0,130.19749869999998,danhong,hong
1238,6,35,43,12,0,2,1,0,0,106.2063904,danhong,danhong
1239,42,45,12,0,0,0,0,0,0,130.72612709999999,danhong,danhong
1240,13,25,41,1,0,20,0,0,0,120.1055351,danhong,danhong
1241,39,48,13,0,0,0,0,0,0,124.28331409999998,danhong,danhong
1242,4,15,32,22,0,4,23,0,0,126.8487275,danhong,danhong
1243,0,39,42,19,0,0,0,0,0,128.5944535,danhong,hong
1244,0,4,47,33,0,3,11,0,0,124.4948325,danhong,danhong
1245,20,31,31,8,0,0,10,0,0,169.7403172,danhong,danhong
1246,75,18,2,0,0,4,0,0,1,170.3011181,danhong,danhong
1247,51,43,2,0,0,4,0,0,0,150.40490459999998,danhong,danhong
1248,9,41,31,13,0,5,1,0,0,149.7340689,danhong,danhong
1249,40,18,2,0,0,40,1,0,0,107.1408836,danhong,danhong
1250,39,38,16,0,0,6,0,0,0,173.9842294,danhong,danhong
1251,0,1,72,8,0,0,19,0,0,199.9033819,danhong,danhong
1252,16,32,41,7,0,1,1,0,0,199.73034130000002,danhong,danhong
1253,20,32,23,11,0,10,0,0,3,136.96688899999998,danhong,hong
1254,0,14,71,9,0,3,2,0,0,151.0082845,danhong,danhong
1255,0,0,36,22,0,2,40,0,0,177.84099890000002,danhong,danhong
1256,12,53,28,4,0,4,0,0,0,107.1374581,danhong,danhong
1257,34,35,17,9,0,5,0,0,0,148.8335946,danhong,danhong
1258,59,28,11,1,0,0,0,0,0,172.44986930000002,danhong,danhong
1259,80,20,0,0,0,0,0,0,0,184.4890561,danhong,danhong
1260,20,71,7,0,0,1,0,0,0,148.05748269999998,danhong,danhong
1261,49,18,5,1,0,0,0,0,27,164.6245916,danhong,danhong
1262,17,76,6,0,0,0,0,0,0,171.1076114,danhong,danhong
1263,65,27,3,2,0,2,1,0,0,182.9647663,danhong,danhong
1264,13,8,6,2,0,71,0,0,0,122.22075430000001,danhong,danhong
1265,32,35,27,2,0,5,0,0,0,189.02268180000002,danhong,danhong
1266,63,37,0,0,0,0,0,0,0,142.65104630000002,danhong,danhong
1267,24,59,9,0,0,4,0,0,4,169.97202009999998,danhong,danhong
1268,46,32,11,0,0,11,0,0,0,147.77446559999998,danhong,danhong
1269,17,57,23,1,0,2,0,0,0,174.2635233,danhong,danhong
1270,97,1,0,0,0,2,0,0,0,152.14761140000002,danhong,danhong
1271,37,33,8,0,0,3,0,0,18,169.0213552,danhong,danhong
1272,0,2,66,15,0,15,2,0,0,128.06995849999998,danhong,danhong
1273,84,1,0,0,0,4,0,0,11,164.49201609999997,danhong,danzi
1274,44,37,15,1,0,0,2,0,0,188.5483158,danhong,danhong
1275,32,33,23,2,0,10,0,0,0,121.0614196,danhong,danhong
1276,75,14,0,0,0,11,0,0,0,160.97745880000002,danhong,danhong
1277,59,35,2,0,0,4,0,0,0,177.3826659,danhong,danhong
1278,54,39,4,1,0,2,0,0,0,158.44922130000003,danhong,danhong
1279,46,37,13,2,0,1,0,0,0,151.1330065,danhong,danhong
1280,5,19,59,10,0,7,0,0,0,176.3598809,danhong,danhong
1281,4,12,59,16,0,5,4,0,0,177.99143909999998,danhong,danhong
1282,0,0,24,57,0,0,19,0,0,139.6237481,danhong,hong
1283,70,22,4,1,0,4,0,0,0,172.44177290000002,danhong,danhong
1284,60,33,6,0,0,0,0,0,0,156.6991831,danhong,danhong
1285,33,39,24,1,0,1,0,0,3,165.8182602,danhong,danhong
1286,14,41,29,8,0,8,0,0,0,152.8684163,danhong,danhong
1287,43,44,9,0,0,4,0,0,0,126.64589679999999,danhong,danhong
1288,21,66,12,0,0,0,1,0,0,150.1128229,danhong,danhong
1289,10,35,30,0,0,24,1,0,0,118.3314557,danhong,danhong
1290,49,39,9,0,0,2,0,0,0,150.72707319999998,danhong,danhong
1291,0,4,78,16,0,1,1,0,0,174.5906918,danhong,danhong
1292,0,2,39,59,0,0,0,0,0,173.07675369999998,danhong,hong
1293,1,33,50,4,0,6,7,0,0,154.681493,danhong,danhong
1294,0,0,28,55,0,2,15,0,0,142.3697369,danhong,hong
1295,49,25,25,0,0,1,0,0,0,149.514971,danhong,danhong
1296,57,37,5,0,0,1,0,0,0,164.8736942,danhong,danhong
1297,0,0,12,66,0,8,14,0,0,112.3431449,danhong,hong
1298,18,38,17,8,0,10,9,0,0,146.16072749999998,danhong,danhong
1299,0,12,44,31,0,1,12,0,0,137.1556273,danhong,danhong
1300,40,43,11,4,0,1,0,0,0,177.434818,danhong,danhong
1301,27,58,14,0,0,0,0,0,0,149.98054219999997,danhong,danhong
1302,41,18,24,10,0,6,0,0,0,125.44042820000001,danhong,danhong
1303,27,45,23,3,0,0,3,0,0,159.2058147,danhong,danhong
1304,0,6,60,1,0,5,27,0,0,108.9978916,danhong,danhong
1305,9,28,29,19,0,7,7,0,0,141.2395317,danhong,danhong
1306,52,39,8,0,0,0,0,0,0,188.3861466,danhong,danhong
1307,0,10,56,18,0,3,12,0,0,163.80608569999998,danhong,danhong
1308,0,22,62,7,0,4,5,0,0,134.0209017,danhong,danhong
1309,0,0,23,60,0,1,16,0,0,163.1654918,danhong,hong
1310,65,34,0,0,0,1,0,0,0,187.9337734,danhong,danhong
1311,0,0,72,3,0,0,25,0,0,192.85838080000002,danhong,danhong
1312,40,40,17,1,0,1,0,0,0,140.4535129,danhong,danhong
1313,40,35,22,2,0,1,0,0,0,177.27711430000002,danhong,danhong
1314,59,25,6,0,0,9,0,0,0,123.0338065,danhong,danhong
1315,0,0,79,10,8,3,0,0,0,178.983657,danhong,danhong
1316,14,38,20,22,0,5,1,0,0,173.2756126,danhong,hong
1317,54,33,9,1,0,3,0,0,0,160.7936568,danhong,danhong
1318,38,32,22,7,0,0,0,0,0,162.19127580000003,danhong,danhong
1319,34,53,13,0,0,0,0,0,0,155.14263359999998,danhong,danhong
1320,9,51,29,11,0,0,0,0,0,182.0544845,danhong,danhong
1321,60,16,2,0,0,21,0,0,0,167.6577621,danhong,danhong
1322,79,19,0,0,0,2,0,0,0,187.2688795,danhong,danhong
1323,0,0,76,3,0,0,21,0,0,180.17720740000001,danhong,danhong
1324,3,11,23,15,0,1,48,0,0,151.1000328,danhong,danhong
1325,9,38,42,3,0,7,1,0,0,166.8835167,danhong,danhong
1326,27,50,15,2,0,6,0,0,0,150.8028342,danhong,danhong
1327,37,41,19,3,0,0,0,0,0,161.0418069,danhong,danhong
1328,0,11,12,14,0,1,62,0,0,137.1445081,danhong,danhong
1329,61,28,10,0,0,1,0,0,0,144.9722536,danhong,danhong
1330,56,24,18,1,0,1,0,0,0,193.1761476,danhong,danhong
1331,17,60,20,1,0,2,0,0,0,165.8409284,danhong,danhong
1332,18,54,24,0,0,4,0,0,0,137.7152612,danhong,danhong
1333,14,56,22,5,0,3,0,0,0,131.6827366,danhong,danhong
1334,14,46,38,1,0,1,0,0,0,168.855393,danhong,danhong
1335,10,48,29,12,0,1,0,0,0,129.225428,danhong,danhong
1336,38,42,19,1,0,0,0,0,0,165.37669640000001,danhong,danhong
1337,20,63,11,0,0,5,0,0,0,166.504775,danhong,danhong
1338,38,10,17,14,0,21,0,0,0,148.81823480000003,danhong,hong
1339,0,0,7,1,0,0,92,0,0,163.2469006,danhong,danhong
1340,14,21,41,20,0,4,0,0,0,145.9996734,danhong,hong
1341,7,16,54,9,0,4,10,0,0,107.54019369999999,danhong,danhong
1342,0,40,48,0,0,11,1,0,0,122.7023866,danhong,danhong
1343,0,5,82,12,0,0,0,0,0,181.526058,danhong,danhong
1344,74,19,3,0,0,1,3,0,0,164.70281799999998,danhong,danbai
1345,0,0,36,37,0,2,25,0,0,150.8919303,danhong,hong
1346,69,28,3,0,0,0,1,0,0,157.38114240000002,danhong,danhong
1347,0,1,35,8,0,1,55,0,0,163.050953,danhong,danhong
1348,66,29,2,0,0,3,0,0,0,152.7635103,danhong,danhong
1349,0,15,56,19,0,5,5,0,0,146.79107969999998,danhong,danhong
1350,0,1,27,18,0,0,54,0,0,160.90784150000002,danhong,danhong
1351,83,13,2,0,0,1,1,0,0,190.9823198,danhong,danhong
1352,0,6,60,13,0,6,15,0,0,112.91359890000001,danhong,danhong
1353,27,34,26,13,0,0,0,0,1,143.9193784,danhong,hong
1354,54,34,5,1,0,1,0,0,6,145.77646380000002,danhong,danhong
1355,56,33,8,0,0,3,0,0,0,167.14864609999998,danhong,danhong
1356,94,5,0,0,0,1,0,0,0,139.5459868,danhong,danhong
1357,34,46,15,3,0,1,0,0,0,188.103366,danhong,danhong
1358,36,23,23,3,0,14,0,0,1,109.1633487,danhong,danhong
1359,0,6,37,31,0,5,21,0,0,143.66224269999998,danhong,danhong
1360,1,59,37,0,0,2,1,0,0,170.3909487,danhong,danhong
1361,48,42,10,0,0,0,0,0,0,185.6892455,danhong,danhong
1362,76,19,0,0,0,4,0,0,1,161.66508530000002,danhong,danhong
1363,13,36,35,2,0,3,12,0,0,143.1663524,danhong,danhong
1364,47,42,10,0,0,2,0,0,0,153.597603,danhong,danhong
1365,0,8,87,0,0,0,5,0,0,191.7575418,danhong,danhong
1366,71,25,2,0,0,1,0,0,0,163.3980972,danhong,danhong
1367,65,17,1,0,0,16,0,0,0,127.78548629999999,danhong,danhong
1368,71,25,1,0,0,3,0,0,0,166.40676240000002,danhong,danhong
1369,54,40,3,0,0,0,0,0,3,158.9586055,danhong,danhong
1370,0,0,10,17,0,15,58,0,0,95.17366953,danhong,hong
1371,51,40,5,0,0,0,0,0,4,132.6247004,danhong,danhong
1372,14,43,21,8,0,6,8,0,0,176.0526525,danhong,danhong
1373,21,29,34,11,0,4,1,0,0,154.7317504,danhong,danhong
1374,4,42,43,5,0,3,2,0,0,165.4605294,danhong,danhong
1375,2,45,42,2,0,0,8,0,0,152.8089226,danhong,danhong
1376,5,53,32,1,0,0,9,0,0,175.23017380000002,danhong,danhong
1377,38,50,10,0,0,1,0,0,0,154.0184366,danhong,danhong
1378,54,28,18,0,0,0,0,0,0,161.5372732,danhong,danhong
1379,30,36,28,1,0,1,1,0,3,139.8057809,danhong,danhong
1380,6,17,32,5,0,2,38,0,0,114.8519502,danhong,danhong
1381,32,48,15,4,0,0,0,0,0,158.7646458,danhong,danhong
1382,6,23,56,10,0,1,4,0,0,173.37831709999998,danhong,danhong
1383,46,34,0,0,0,20,0,0,0,139.32599119999998,danhong,danhong
1384,47,15,3,0,0,36,0,0,0,103.6503397,danhong,danhong
1385,27,44,24,4,0,2,0,0,0,177.97713249999998,danhong,danhong
1386,13,8,70,2,0,0,7,0,0,186.7463197,danhong,danhong
1387,8,46,37,6,0,2,1,0,0,136.2658626,danhong,danhong
1388,24,39,19,14,0,3,1,0,0,169.17622869999997,danhong,danhong
1389,19,25,35,0,0,0,0,0,22,190.95838369999998,danhong,danhong
1390,47,40,13,0,0,0,0,0,0,134.2026313,danhong,danhong
1391,6,35,51,1,0,4,4,0,0,156.99408219999998,danhong,danhong
1392,57,32,10,1,0,0,0,0,0,151.78018459999998,danhong,danhong
1393,55,38,7,0,0,0,0,0,0,159.9199179,danhong,danhong
1394,6,70,24,0,0,0,0,0,0,144.68674819999998,danhong,danhong
1395,26,45,28,0,0,2,0,0,0,149.995598,danhong,danhong
1396,27,22,30,13,0,1,9,0,0,135.27875769999997,danhong,danhong
1397,50,35,15,0,0,0,0,0,0,168.0867019,danhong,danhong
1398,38,39,19,3,0,0,0,0,0,162.699898,danhong,danhong
1399,45,46,0,0,0,0,0,0,8,164.8985358,danhong,danzi
1400,51,32,16,1,0,0,0,0,0,168.58745990000003,danhong,danhong
1401,0,43,51,6,0,1,0,0,0,194.7192756,danhong,danhong
1402,0,0,27,5,0,0,68,0,0,143.7294325,danhong,danhong
1403,4,63,29,2,0,2,0,0,0,126.2256172,danhong,danhong
1404,14,71,12,0,0,3,0,0,0,178.07457639999998,danhong,danhong
1405,85,10,0,0,0,4,0,0,0,147.3386608,danhong,danhong
1406,87,12,0,0,0,2,0,0,0,181.7499292,danhong,danhong
1407,0,46,42,1,0,6,4,0,0,155.88809980000002,danhong,danhong
1408,21,36,34,4,0,2,3,0,0,152.7916811,danhong,danhong
1409,54,44,1,0,0,0,0,0,0,159.234476,danhong,danhong
1410,33,33,26,6,0,1,2,0,0,174.96779530000003,danhong,danhong
1411,44,20,29,6,0,0,0,0,0,128.6162672,danhong,danhong
1412,56,23,0,0,0,21,0,0,0,129.7820127,danhong,danhong
1413,0,0,6,0,0,26,68,0,0,87.84961388,danhong,danhong
1414,19,58,19,1,0,0,2,0,0,167.8106879,danhong,danhong
1415,0,0,3,0,0,0,97,0,0,162.9486741,danhong,danhong
1416,34,27,34,3,0,0,0,0,1,121.0470817,danhong,danhong
1417,71,29,0,0,0,0,0,0,0,151.6780249,danhong,danhong
1418,17,22,24,19,0,10,8,0,0,107.4282797,danhong,hong
1419,32,20,35,6,0,6,0,0,1,152.2262139,danhong,danhong
1420,0,43,45,7,0,2,3,0,0,162.3388747,danhong,danhong
1421,1,60,35,4,0,0,0,0,0,159.21781000000001,danhong,danhong
1422,75,22,3,0,0,1,0,0,0,125.46500900000001,danhong,danhong
1423,71,20,6,1,0,1,0,0,0,145.64517869999997,danhong,danhong
1424,13,47,26,4,0,9,0,0,0,179.64706830000003,danhong,danhong
1425,1,33,54,9,0,3,0,0,0,168.3831484,danhong,danhong
1426,16,28,36,10,0,11,0,0,0,144.69532980000002,danhong,hong
1427,0,12,46,40,0,2,0,0,0,162.32467769999997,danhong,hong
1428,97,2,0,0,0,0,0,0,0,165.953174,danhong,danhong
1429,62,35,4,0,0,0,0,0,0,196.47083500000002,danhong,danhong
1430,2,11,82,4,0,1,0,0,0,184.7029302,danhong,danhong
1431,53,6,0,0,0,7,0,0,34,164.64544530000003,danhong,danzi
1432,82,7,1,0,0,2,0,0,7,183.60066469999998,danhong,danhong
1433,64,30,6,0,0,0,0,0,0,143.3048008,danhong,danhong
1434,43,35,14,1,0,7,0,0,1,189.01714719999998,danhong,danhong
1435,5,30,38,27,0,0,0,0,0,164.1086219,danhong,hong
1436,41,25,0,0,0,0,0,0,34,208.4519185,danhong,danhong
1437,5,71,20,4,0,0,0,0,0,167.40467009999998,danhong,danhong
1438,0,0,4,1,0,0,96,0,0,170.8656573,danhong,danhong
1439,76,22,1,0,0,1,0,0,0,170.6033384,danhong,danhong
1440,2,36,51,0,0,1,10,0,0,134.5228288,danhong,danhong
1441,0,0,27,7,0,0,66,0,0,163.358546,danhong,danhong
1442,3,38,50,1,0,8,1,0,0,155.5492145,danhong,danhong
1443,53,21,21,0,0,4,1,0,0,172.9030365,danhong,danhong
1444,98,0,0,0,0,1,0,0,0,123.5797494,danhong,danbai
1445,45,40,13,1,0,0,0,0,0,162.479892,danhong,danhong
1446,2,61,27,1,0,8,0,0,0,146.29228799999999,danhong,danhong
1447,45,34,15,1,0,5,0,0,0,153.9523352,danhong,danhong
1448,2,53,38,0,0,6,0,0,0,110.77694,danhong,danhong
1449,32,53,14,1,0,0,0,0,0,197.0774047,danhong,danhong
1450,9,51,38,0,0,0,2,0,0,199.934198,danhong,danhong
1451,83,16,1,0,0,0,0,0,0,120.6957576,danhong,danhong
1452,62,21,1,0,0,0,0,0,15,168.8970044,danhong,danhong
1453,23,40,28,1,0,8,0,0,0,121.8780896,danhong,danhong
1454,0,41,57,1,0,0,0,0,0,158.4328112,danhong,danhong
1455,74,22,2,0,0,2,0,0,0,127.9398999,danhong,danhong
1456,53,33,13,0,0,0,0,0,0,146.3550614,danhong,danhong
1457,39,43,7,0,0,4,0,0,7,152.4912689,danhong,danhong
1458,13,38,28,5,0,16,0,0,0,159.8736209,danhong,danhong
1459,3,0,0,0,0,58,39,0,0,119.35167620000001,danhong,danhong
1460,43,41,9,1,0,6,0,0,0,153.06703249999998,danhong,danhong
1461,0,0,54,46,0,0,0,0,0,172.1506696,danhong,hong
1462,97,2,0,0,0,1,0,0,0,124.46413700000001,danhong,danhong
1463,65,26,5,0,0,2,0,0,1,143.014462,danhong,danhong
1464,6,13,63,7,0,0,11,0,0,119.09163090000001,danhong,danhong
1465,24,22,34,13,0,4,4,0,0,152.25681640000002,danhong,danhong
1466,54,28,14,1,0,3,0,0,1,167.58506540000002,danhong,danhong
1467,44,29,18,4,0,4,0,0,0,151.9112121,danhong,danhong
1468,79,21,0,0,0,0,0,0,0,149.25455369999997,danhong,danhong
1469,0,6,43,16,0,5,29,0,0,127.8496303,danhong,danhong
1470,0,0,72,21,0,2,5,0,0,142.63560869999998,danhong,danhong
1471,83,11,1,0,0,1,0,0,4,150.4936839,danhong,danhong
1472,41,39,19,0,0,1,0,0,0,161.5076494,danhong,danhong
1473,66,4,0,0,0,29,0,0,0,128.65462240000002,danhong,danhong
1474,3,51,25,8,0,7,5,0,0,153.4408584,danhong,danhong
1475,6,35,47,11,0,1,0,0,0,198.5142128,danhong,danhong
1476,4,21,70,2,0,2,1,0,0,204.8423901,danhong,danhong
1477,11,62,20,0,0,6,0,0,0,113.86338810000001,danhong,danhong
1478,1,35,46,11,0,8,0,0,0,135.25163490000003,danhong,danhong
1479,59,21,0,0,0,0,0,0,21,200.5676576,danhong,danhong
1480,31,47,21,1,0,0,0,0,0,153.5329602,danhong,danhong
1481,61,37,1,0,0,1,0,0,0,141.02200019999998,danhong,danhong
1482,8,14,47,24,0,6,0,0,0,138.8942916,danhong,hong
1483,97,0,0,0,0,3,0,0,0,158.29678159999997,danhong,danhong
1484,1,7,48,43,0,1,0,0,0,174.7018515,danhong,hong
1485,24,37,32,6,0,1,0,0,0,150.9193631,danhong,danhong
1486,43,22,2,0,0,10,0,0,23,166.7455509,danhong,danhong
1487,6,33,47,8,0,6,1,0,0,149.0379501,danhong,danhong
1488,0,6,52,41,0,2,0,0,0,171.02053909999998,danhong,hong
1489,0,5,48,12,0,3,33,0,0,118.2206907,danhong,danhong
1490,7,24,46,11,0,5,8,0,0,130.4410895,danhong,danhong
1491,55,23,17,1,0,3,0,0,1,143.533962,danhong,danhong
1492,29,44,19,0,0,7,1,0,0,122.6382772,danhong,danhong
1493,6,52,32,3,0,7,0,0,0,155.73854519999998,danhong,danhong
1494,25,34,31,6,0,1,2,0,0,134.3007138,danhong,danhong
1495,27,52,18,0,0,3,0,0,0,147.1722686,danhong,danhong
